Company Name,Ticker,Exchange,GICS Sector,GICS Industry Group,GICS Industry,GICS Sub-Industry
VF Corp,VFC,"New York Stock Exchange, Inc.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
Verizon Communications Inc,VZ,"New York Stock Exchange, Inc.",Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
Wells Fargo & Co,WFC,"New York Stock Exchange, Inc.",Financials,Banks,Banks,Diversified Banks
Wyndham Hotels & Resorts Inc,WH,"New York Stock Exchange, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
Cactus Inc.,WHD,"New York Stock Exchange, Inc.",Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
Walmart Inc,WMT,"New York Stock Exchange, Inc.",Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail
Wabash National Corp,WNC,"New York Stock Exchange, Inc.",Industrials,Capital Goods,Machinery,Construction Machinery & Heavy Transportation Equipment
Williams-Sonoma Inc,WSM,"New York Stock Exchange, Inc.",Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Homefurnishing Retail
United States Steel Corp,X,"New York Stock Exchange, Inc.",Materials,Materials,Metals & Mining,Steel
Exxon Mobil Corp,XOM,"New York Stock Exchange, Inc.",Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
Xerox Holdings Corp,XRX,"New York Stock Exchange, Inc.",Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
Yum Brands Inc,YUM,"New York Stock Exchange, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
ZTO Express (Cayman) Inc,ZTO,"New York Stock Exchange, Inc.",Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
China World Trade Center Co Ltd,600007,Shanghai Stock Exchange,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Operating Companies
Shanghai International Airport Co Ltd,600009,Shanghai Stock Exchange,Industrials,Transportation,Transportation Infrastructure,Airport Services
Jiangsu Hengrui Pharmaceuticals Co Ltd,600276,Shanghai Stock Exchange,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
Kweichow Moutai Co Ltd,600519,Shanghai Stock Exchange,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
China Yangtze Power Co Ltd,600900,Shanghai Stock Exchange,Utilities,Utilities,Independent Power and Renewable Electricity Producers,Renewable Electricity 
China Tourism Group Duty Free Corp Ltd,601888,Shanghai Stock Exchange,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Specialty Retail,Other Specialty Retail
Foxconn Industrial Internet Co Ltd,601138,Shanghai Stock Exchange,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
China Vanke Co Ltd,000002,Shenzhen Stock Exchange,Real Estate,Real Estate Management & Development,Real Estate Management & Development,Real Estate Development
Midea Group Co Ltd,000333,Shenzhen Stock Exchange,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Household Appliances
Bank Of Ningbo Co Ltd,002142,Shenzhen Stock Exchange,Financials,Banks,Banks,Regional Banks
Hangzhou Hik-Vision Digital Technology Co Ltd,002415,Shenzhen Stock Exchange,Information Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments 
Shenzhen Mindray Bio-Medical Electronics Co Ltd,300760,Shenzhen Stock Exchange,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment
Wuliangye Yibin Co Ltd,000858,Shenzhen Stock Exchange,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
Nestle SA,NESN,SIX Swiss Exchange,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
Roche Holding AG,ROG,SIX Swiss Exchange,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
Air Canada,AC,Toronto Stock Exchange,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks
Aurora Cannabis Inc,ACB,Toronto Stock Exchange,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals
Agnico Eagle Mines,AEM,Toronto Stock Exchange,Materials,Materials,Metals & Mining,Gold
Bombardier Inc,BBD.B,Toronto Stock Exchange,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BCE Inc,BCE,Toronto Stock Exchange,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
Bank of Nova Scotia,BNS,Toronto Stock Exchange,Financials,Banks,Banks,Diversified Banks
Boyd Group Services Inc,BYD,Toronto Stock Exchange,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
Canadian Natural Resources Ltd,CNQ,Toronto Stock Exchange,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
Canada Goose Holdings Inc,GOOS,Toronto Stock Exchange,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
Open Text Corp,OTEX,Toronto Stock Exchange,Information Technology,Software & Services,Software,Application Software
Restaurant Brands International Inc,QSR,Toronto Stock Exchange,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
Royal Bank of Canada,RY,Toronto Stock Exchange,Financials,Banks,Banks,Diversified Banks
Shopify Inc,SHOP,Toronto Stock Exchange,Information Technology,Software & Services,IT Services,Internet Services & Infrastructure
Suncor Energy Inc,SU,Toronto Stock Exchange,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
Alimentation Couche-Tard Inc,ATD,Toronto Stock Exchange,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail
Constellation Software Inc,CSU,Toronto Stock Exchange,Information Technology,Software & Services,Software,Application Software
